Statistiche Fantacalcio Stagione 2024 25;;;;;;;;;;;;;;;;;
Id;R;Rm;Nome;Squadra;Pv;Mv;Fm;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au
6978;D;Dc;Lekovic;Monza;6;4,75;4,42;0;0;0;0;0;0;0;0;0;1
6989;D;Dc;Tiago Gabriel;Lecce;2;6,25;6,25;0;0;0;0;0;0;0;0;0;0
6993;D;Dc;Brorsson;Monza;4;5,38;5,38;0;0;0;0;0;0;0;0;0;0
5526;D;Dc;Scalvini;Atalanta;4;5,5;5,25;0;0;0;0;0;0;0;2;0;0
6551;D;Dc;Ilic M.;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
6407;D;"Dd;Ds;E";Corazza;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
6636;D;"Ds;Dc";Veroli;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
6654;D;"Dd;E";Iovine;Como;7;5,64;5,5;0;0;0;0;0;0;0;2;0;0
6637;D;"Dd;E";Kovacik;Como;0;0;0;0;0;0;0;0;0;0;0;0;0
4386;D;"Ds;E";Sala M.;Lecce;6;5,67;5,5;0;0;0;0;0;0;0;3;0;0
4438;D;"Dd;Ds;E";Cassandro;Como;0;0;0;0;0;0;0;0;0;0;0;0;0
6659;D;Dc;Lucchesi;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
6235;D;"Dd;Ds;E";Kayode;Fiorentina;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5533;D;"Dd;Dc";Djalo';Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
327;D;"Dd;Dc";Patric;Lazio;8;5,62;5,88;1;0;0;0;0;0;0;2;0;0
5812;D;"Dd;E";Terracciano F.;Milan;7;5,71;5,57;0;0;0;0;0;0;0;3;0;0
253;D;"B;Dd;Ds";D'Ambrosio;Monza;17;5,59;5,47;0;0;0;0;0;0;0;2;1;0
142;D;E;Mario Rui;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
5481;D;E;Mazzocchi;Napoli;10;5,7;5,65;0;0;0;0;0;0;0;2;0;0
5327;D;Dc;Osorio;Parma;3;5,17;5,17;0;0;0;0;0;0;0;0;0;0
2203;D;"Ds;E";Di Chiara;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0
6649;D;"Dd;E";Sangare' B.;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
6474;D;Dc;Sazonov;Empoli;1;5;5;0;0;0;0;0;0;0;0;0;0
6041;D;Dc;Schuurs;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
5994;D;"Ds;Dc";Ebosse;Udinese;2;5,5;5,25;0;0;0;0;0;0;0;1;0;0
6284;D;Dc;Okou;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
581;D;"Dd;E";Faraoni;Verona;6;5,67;5,67;0;0;0;0;0;0;0;0;0;0
6681;D;"Dd;E";Sagrado;Venezia;3;5,5;5,33;0;0;0;0;0;0;0;1;0;0
6803;D;"Ds;E";Rouhi;Juventus;4;5,62;5,62;0;0;0;0;0;0;0;0;0;0
6806;D;"Dd;Ds;Dc";Pelmard;Lecce;2;5,75;5,5;0;0;0;0;0;0;0;1;0;0
6612;D;"Dd;Dc";Dellavalle;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
6885;D;"Dd;E";Abdulhamid;Roma;4;5,75;6;0;0;0;0;0;0;1;0;0;0
6149;D;"Ds;E";Carboni F.;Venezia;5;5,9;5,7;0;0;0;0;0;0;0;2;0;0
6890;D;Dc;Moreno M.;Fiorentina;3;5,67;5,67;0;0;0;0;0;0;0;0;0;0
2192;D;Dc;Bonifazi;Lecce;2;5,25;5,25;0;0;0;0;0;0;0;0;0;0
5554;D;"Dd;Dc";Daniliuc;Verona;14;5,39;5,39;0;0;0;0;0;0;0;0;0;0
5900;D;Dc;Toure' I.s.;Udinese;11;5,59;5,41;1;0;0;0;0;0;0;2;2;1
464;D;"Dd;Ds;E";Florenzi;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
6944;D;"Ds;Dc";Jack;Como;1;5;4,5;0;0;0;0;0;0;0;1;0;0
6992;D;"B;Dd;E";Oyegoke;Verona;3;5,83;5,67;0;0;0;0;0;0;0;1;0;0
7012;D;Dc;Provstgaard;Lazio;1;6,5;6,5;0;0;0;0;0;0;0;1;0;0
7011;D;Dc;Slotsager;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
7020;D;"Ds;E";Salah-Eddine;Roma;2;5,5;6;0;0;0;0;0;0;1;0;0;0
7031;D;Dc;Scott;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
7045;D;Dc;Luan Patrick;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
2167;C;W;Orsolini;Bologna;29;6,53;8,19;15;0;0;3;3;0;4;2;0;0
4777;C;"M;C";McTominay;Napoli;34;6,56;7,66;12;0;0;0;0;0;3;3;0;0
2423;C;"T;A";Pulisic;Milan;34;6,38;7,49;11;0;0;4;3;1;8;1;0;0
5564;C;W;Ndoye;Bologna;29;6,47;7,36;8;0;0;2;2;0;4;4;0;0
6224;C;C;Reijnders;Milan;37;6,31;7,18;10;0;0;0;0;0;4;2;1;0
632;C;"W;A";Zaccagni;Lazio;34;6,28;7,01;8;0;0;2;2;0;6;10;0;0
4892;C;W;Saelemaekers;Roma;22;6,39;7,36;7;0;0;0;0;0;3;5;0;0
4220;C;"M;C";Zambo Anguissa;Napoli;35;6,41;6,97;6;0;0;0;0;0;4;5;0;0
6875;C;"T;A";Paz N.;Como;33;6,38;6,95;6;0;0;1;0;1;7;6;0;0
4486;C;W;Strefezza;Como;37;6,27;6,8;6;0;0;0;0;0;4;5;0;0
2194;C;"M;C";Calhanoglu;Inter;28;6,34;6,89;5;0;0;4;3;1;6;5;0;0
1870;C;C;Barella;Inter;33;6,26;6,65;3;0;0;0;0;0;6;4;0;0
5562;C;"M;C";Thuram K.;Juventus;33;6,3;6,74;4;0;0;0;0;0;5;5;0;0
4662;C;W;Weah;Juventus;26;6,13;6,69;5;0;0;0;0;0;1;4;0;0
1933;C;"M;C";Mandragora;Fiorentina;27;6,19;6,67;4;0;0;1;1;0;4;7;0;0
4349;C;"M;C";Nicolussi Caviglia;Venezia;35;6,2;6,53;4;0;0;0;0;0;3;5;1;0
5687;C;T;Vlasic;Torino;30;6,07;6,67;5;0;0;2;2;0;3;0;0;0
6831;C;"W;A";Neres;Napoli;25;6,32;6,72;2;0;0;0;0;0;5;2;0;0
22;C;"M;C";De Roon;Atalanta;36;6,15;6,53;4;0;0;0;0;0;4;5;0;0
5792;C;"M;C";Ederson D.s.;Atalanta;36;6,17;6,49;4;0;0;0;0;0;2;3;1;0
6010;C;"C;T";Fazzini;Empoli;20;6,42;6,98;4;0;0;0;0;0;1;2;1;0
5875;C;"M;C";Adli;Fiorentina;22;6,2;6,95;4;0;0;0;0;0;6;1;1;0
2848;C;"C;T";Frattesi;Inter;23;6,02;6,72;5;0;0;0;0;0;1;1;0;0
536;C;W;Politano;Napoli;37;6,11;6,42;3;0;0;0;0;0;4;3;0;0
5393;C;"W;A";Man;Parma;32;5,95;6,45;4;0;0;0;0;0;4;0;0;0
779;C;"M;C";Cristante;Roma;28;6,2;6,59;4;0;0;0;0;0;3;8;0;0
795;C;W;El Shaarawy;Roma;21;6,19;6,71;3;0;0;0;0;0;3;2;0;0
6218;C;"W;T;A";Oristanio;Venezia;37;6,05;6,34;3;0;0;0;0;0;3;3;0;0
4947;C;"M;C";Brescianini;Atalanta;23;6,13;6,72;4;0;0;0;0;0;2;1;0;0
5589;C;"M;C";Kone' M.;Roma;33;6,26;6,38;2;0;0;0;0;0;1;6;0;0
6967;C;"W;A";Diao;Como;14;6,5;7,93;7;0;0;0;0;0;0;2;0;0
5685;C;T;Koopmeiners;Juventus;28;5,98;6,39;3;0;0;0;0;0;4;3;0;0
5559;C;"W;T";Da Cunha;Como;35;6,1;6,36;3;0;0;0;0;0;2;4;0;0
6884;C;"W;A";Conceicao;Juventus;25;6,12;6,5;3;0;0;0;0;0;3;3;1;0
788;C;"M;C";Freuler;Bologna;37;6,19;6,22;1;0;0;0;0;0;1;6;0;0
4965;C;"M;C";Marin;Cagliari;27;6,07;6,41;3;0;0;2;2;0;2;4;0;0
827;C;"M;C";Locatelli;Juventus;35;6,19;6,26;2;0;0;1;1;0;1;9;0;0
4896;C;"T;A";Maldini;Atalanta;27;6,02;6,59;6;0;0;0;0;0;0;5;0;0
4423;C;C;Hernani;Parma;25;6,08;6,42;3;0;0;3;3;0;3;7;0;0
5319;C;C;Sohm;Parma;37;6,03;6,26;4;0;0;0;0;0;0;7;0;0
6020;C;"C;W";Ellertsson;Venezia;35;6,01;6,21;2;0;0;0;0;0;2;2;0;0
6889;C;"W;T";Anjorin;Empoli;22;6,3;6,64;2;0;0;0;0;0;3;3;0;0
5036;C;C;Caqueret;Como;16;6,34;6,78;2;0;0;0;0;0;3;4;0;0
4479;C;"W;T";Elmas;Torino;13;6,12;7,04;4;0;0;0;0;0;0;0;0;0
6206;C;"C;T";Fabbian;Bologna;22;6,09;6,48;3;0;0;0;0;0;0;2;0;0
5858;C;"C;T";Ferguson;Bologna;14;6,11;6,39;1;0;0;1;1;0;1;0;0;0
2529;C;C;Mkhitaryan;Inter;32;6,06;6,25;1;0;0;0;0;0;5;4;0;0
4973;C;"M;C";McKennie;Juventus;31;5,94;6,18;2;0;0;0;0;0;3;3;0;0
333;C;"M;C";Cataldi;Fiorentina;24;6,04;6,4;3;0;0;0;0;0;0;1;0;0
6629;C;"C;T";Dele-Bashiru;Lazio;17;6,06;6,65;3;0;0;0;0;0;1;0;0;0
4856;C;"W;A";Chukwueze;Milan;16;6,09;6,78;3;0;0;0;0;0;2;0;0;0
4364;C;T;Gaetano;Cagliari;27;6,04;6,41;2;0;0;0;0;0;4;0;0;0
468;C;"M;C";Paredes;Roma;20;6,28;6,68;3;0;0;2;2;0;1;4;0;0
6684;C;"C;T";Ekkelenkamp;Udinese;33;5,97;6,27;3;0;0;0;0;0;2;2;0;0
4686;C;"M;C";Fofana Y.;Milan;34;6,03;6,22;1;0;0;0;0;0;6;5;0;0
6984;C;"W;A";Ondrejka;Parma;10;6,35;7,85;5;0;0;0;0;0;0;0;0;0
2077;C;"C;T";Pasalic;Atalanta;33;5,91;6,14;3;0;0;1;0;1;2;1;0;0
5878;C;T;Colpani;Fiorentina;24;5,81;6,04;2;0;0;0;0;0;0;1;0;0
5813;C;"C;T";Miretti;Genoa;25;5,98;6,42;3;0;0;0;0;0;3;2;0;0
181;C;"M;C";Vecino;Lazio;18;6,14;6,44;2;0;0;0;0;0;3;7;0;0
4186;C;C;Guendouzi;Lazio;37;6,04;6,07;1;0;0;0;0;0;2;8;0;0
530;C;"C;T";Pellegrini Lo.;Roma;25;5,68;5,88;2;0;0;1;1;0;1;4;0;0
6170;C;C;Gineitis;Torino;28;5,95;6,21;3;0;0;0;0;0;1;5;0;0
5119;C;T;Samardzic;Atalanta;28;6,09;6,25;2;0;0;0;0;0;0;3;0;0
6674;C;"M;C";Andersen M.K.;Venezia;13;5,96;6,23;1;0;0;0;0;0;1;1;0;0
5998;C;"E;W";Zerbin;Venezia;18;6;6,11;1;0;0;0;0;0;1;4;0;0
5888;C;"C;T";Casadei;Torino;15;6,03;6,27;1;0;0;0;0;0;1;1;0;0
4658;C;W;Ikone';Como;23;5,96;6,2;2;0;0;0;0;0;0;1;0;0
5791;C;"E;M";Frendrup;Genoa;35;6;6,04;2;0;0;0;0;0;0;5;0;1
5719;C;"M;C";Asllani;Inter;16;6,16;6,56;2;0;0;2;2;0;2;3;0;0
4911;C;C;Douglas Luiz;Juventus;15;5,87;5,8;0;0;0;0;0;0;0;2;0;0
6634;C;W;Tete Morente;Lecce;30;5,87;6,15;3;0;0;0;0;0;2;5;0;0
5298;C;"M;C";Pobega;Bologna;20;6,05;6,25;2;0;0;0;0;0;2;4;2;0
6666;C;"C;T";Bernabe';Parma;19;6,29;6,47;1;0;0;0;0;0;1;1;0;0
5850;C;C;Lovric;Udinese;35;5,96;6,11;2;0;0;0;0;0;2;5;0;0
5504;C;"M;C";Coulibaly L.;Lecce;37;5,96;6;1;0;0;0;0;0;0;3;0;0
6024;C;"M;C";Sulemana I.;Atalanta;6;6,17;7,08;2;0;0;0;0;0;0;1;0;0
4870;C;"M;C";Adopo;Cagliari;34;5,87;5,91;1;0;0;0;0;0;1;3;1;0
440;C;"C;T";Viola;Cagliari;25;5,94;6,3;3;0;0;0;0;0;1;2;0;0
152;C;"C;T";Zielinski;Inter;20;5,98;6,32;2;0;0;2;2;0;1;0;0;0
4459;C;"M;C";Rovella;Lazio;33;6,11;6;0;0;0;0;0;0;3;13;0;0
4199;C;"C;T";Loftus-Cheek;Milan;18;5,86;5,78;0;0;0;0;0;0;0;3;0;0
4287;C;"M;C";Lobotka;Napoli;31;6,05;6,03;0;0;0;0;0;0;1;3;0;0
5453;C;"M;C";Ricci S.;Torino;34;6,06;6,03;1;0;0;0;0;0;1;8;1;0
5507;C;C;Busio;Venezia;31;5,9;6,03;2;0;0;0;0;0;0;4;0;0
236;C;W;Lazovic;Verona;24;5,94;6,31;2;0;0;1;1;0;3;0;0;0
6815;C;"W;A";Fadera;Como;24;6;6,19;1;0;0;0;0;0;3;1;1;0
6994;C;"C;T";Perez K.;Venezia;16;6,03;6,16;1;0;0;0;0;0;1;4;0;0
1871;C;"M;C";Deiola;Cagliari;25;5,98;6,14;2;0;0;0;0;0;1;6;0;0
1976;C;"M;C";Mazzitelli;Como;8;6;6,44;1;0;0;0;0;0;1;1;0;0
4498;C;"C;T";Henderson L.;Empoli;34;5,91;5,88;0;0;0;0;0;0;4;10;0;0
4992;C;W;Gyasi;Empoli;37;5,84;5,91;2;0;0;0;0;0;1;5;0;1
5516;C;"M;C";Bianco;Monza;35;5,91;5,87;1;0;0;0;0;0;0;9;0;0
4465;C;"C;T";Fagioli;Fiorentina;24;5,92;6,04;1;0;0;0;0;0;2;4;0;0
4342;C;"M;C";Duda;Verona;28;5,98;5,95;1;0;0;0;0;0;3;10;2;0
6190;C;C;Pisilli;Roma;24;5,98;6,12;2;0;0;0;0;0;1;7;0;0
4522;C;"M;C";Amrabat;Fiorentina;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
5872;C;"C;T";Helgason;Lecce;17;6,03;6,26;0;0;0;0;0;0;4;0;0;0
6904;C;"W;T";Yeboah J.;Venezia;28;5,91;5,98;1;0;0;0;0;0;2;6;0;0
5131;C;"M;C";Gilmour;Napoli;17;6;6,06;0;0;0;0;0;0;1;0;0;0
6917;C;C;Masini;Genoa;18;6,06;6,17;1;0;0;0;0;0;0;2;0;0
2766;C;"T;A";Zaniolo;Fiorentina;18;6,03;6,22;2;0;0;0;0;0;1;6;1;0
2839;C;W;Sottil;Milan;21;5,95;6,12;1;0;0;0;0;0;1;1;0;0
4970;C;"C;W";Messias;Genoa;16;6;6,03;1;0;0;1;0;1;1;1;0;0
6394;C;"M;C";Ramadani;Lecce;27;5,85;5,94;1;0;0;0;0;0;1;3;0;0
5880;C;"E;W";Ciurria;Monza;17;5,79;6;1;0;0;0;0;0;1;1;0;0
5423;C;"M;C";Bove;Fiorentina;12;6,29;6,58;1;0;0;0;0;0;2;3;0;0
5422;C;W;Zalewski;Inter;19;6,03;6,21;1;0;0;0;0;0;2;3;0;0
5823;C;"T;A";Baldanzi;Roma;21;6;6,14;1;0;0;0;0;0;1;2;0;0
6683;C;"M;C";Doumbia I.;Venezia;19;5,95;5,95;0;0;0;0;0;0;0;0;0;0
6821;C;"E;C";Hainaut;Parma;22;5,86;6,07;2;0;0;0;0;0;0;3;0;0
6015;C;"C;T";Berisha M.;Lecce;14;6,07;5,96;0;0;0;0;0;0;1;5;0;0
6151;C;"M;C";Perrone;Como;25;5,94;5,94;0;0;0;0;0;0;3;6;0;0
6908;C;"M;C";Atta;Udinese;23;6;5,89;0;0;0;0;0;0;0;5;0;0
4677;C;"W;A";Cornet;Genoa;6;6,08;7,25;2;0;0;0;0;0;1;0;0;0
6761;C;"M;C";Veiga R.;Juventus;13;6,08;6;0;0;0;0;0;0;0;2;0;0
6459;C;"W;A";Karlsson;Lecce;17;5,82;6,09;2;0;0;1;1;0;0;3;0;0
6232;C;"M;C";Makoumbou;Cagliari;32;5,73;5,77;0;0;0;0;0;0;3;2;1;0
27;C;"M;C";Grassi;Empoli;28;5,91;5,84;1;0;0;0;0;0;0;8;1;0
170;C;"M;C";Badelj;Genoa;22;5,98;6,05;1;0;0;0;0;0;0;3;0;0
4427;C;"C;T";Malinovskyi;Genoa;9;6,33;6,44;0;0;0;0;0;0;2;2;0;0
4377;C;"C;T";Castrovilli;Monza;14;5,89;5,89;0;0;0;0;0;0;0;0;0;0
6481;C;C;Payero;Udinese;25;5,9;5,96;1;0;0;0;0;0;1;5;0;0
5492;C;"M;C";Tessmann;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
6458;C;"M;C";Serdar;Verona;21;5,79;6,02;2;0;0;0;0;0;1;2;1;0
6486;C;"W;T";Suslov;Verona;31;5,84;5,76;0;0;0;0;0;0;1;5;1;0
6680;C;"M;C";Karlstrom;Udinese;37;5,85;5,78;0;0;0;0;0;0;2;9;0;0
6804;C;"M;C";Richardson;Fiorentina;25;5,78;5,84;1;0;0;0;0;0;1;5;0;0
6900;C;"E;W";Rui Modesto;Udinese;13;5,96;6,04;0;0;0;0;0;0;1;1;0;0
6640;C;"E;W";Felici;Cagliari;18;5,83;5,97;0;0;0;0;0;0;3;1;0;0
2172;C;T;Barak;Fiorentina;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6633;C;"M;C";Pierret;Lecce;30;5,75;5,72;0;0;0;0;0;0;0;2;0;0
6212;C;"M;C";Zarraga;Udinese;18;5,78;5,94;1;0;0;0;0;0;0;0;0;0
2117;C;"C;T";Kastanos;Verona;22;5,89;5,95;1;0;0;0;0;0;0;4;0;0
6676;C;"M;C";Engelhardt;Como;16;5,81;5,97;1;0;0;0;0;0;1;3;0;0
1978;C;"C;T";Sensi;Monza;7;5,93;6,36;1;0;0;1;1;0;0;0;0;0
6112;C;W;Iling Junior;Bologna;4;6;6,75;1;0;0;0;0;0;0;0;0;0
6898;C;"M;C";Keita M.;Parma;28;5,73;5,66;0;0;0;0;0;0;1;4;1;0
6980;C;W;Venturino;Genoa;3;6,83;8,83;2;0;0;0;0;0;0;0;0;0
7028;C;"M;C";Bernede;Verona;12;5,79;5,96;1;0;0;0;0;0;0;2;0;0
6054;C;"M;C";Moro N.;Bologna;16;6;6,03;0;0;0;0;0;0;1;1;0;0
5425;C;"C;W;T";Urbanski;Monza;12;5,88;6;1;0;0;0;0;0;0;3;0;0
5286;C;"M;C";Akpa Akpro;Monza;14;5,57;5,43;0;0;0;0;0;0;0;4;0;0
6410;C;"M;C";Kaba;Lecce;12;5,88;5,83;0;0;0;0;0;0;0;1;0;0
2818;C;"M;C";Bennacer;Milan;6;5,83;5,67;0;0;0;0;0;0;0;2;0;0
5295;C;"C;W";Musah;Milan;26;5,69;5,67;0;0;0;0;0;0;2;5;0;0
6252;C;"C;T";Folorunsho;Fiorentina;13;5,96;5,77;0;0;0;0;0;0;0;5;0;0
2008;C;"M;C";Linetty;Torino;22;5,77;5,77;1;0;0;0;0;0;0;6;0;0
5007;C;C;Ilic;Torino;16;5,91;5,97;1;0;0;0;0;0;0;4;0;0
5688;C;"W;T";Harroui;Verona;10;5,95;6,4;1;0;0;0;0;0;2;1;0;0
6969;C;"C;T";Billing;Napoli;6;5,92;6,33;1;0;0;0;0;0;0;1;0;0
6538;C;"M;C";Onana J.;Genoa;7;5,86;5,79;0;0;0;0;0;0;0;1;0;0
6424;C;"M;C";Prati;Cagliari;10;5,85;5,8;0;0;0;0;0;0;0;1;0;0
4404;C;C;Thorsby;Genoa;27;5,78;5,65;0;0;0;0;0;0;1;5;0;1
4711;C;"E;W";Kostic;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
5919;C;W;Tchaouna;Lazio;20;5,72;5,78;1;0;0;0;0;0;0;2;1;0
5457;C;C;Maleh;Empoli;22;5,82;5,75;0;0;0;0;0;0;1;3;1;0
6524;C;"C;T";Zeroli;Monza;7;5,71;5,71;0;0;0;0;0;0;0;0;0;0
5992;C;"M;C";Bondo;Milan;22;5,91;5,77;0;0;0;0;0;0;0;4;1;0
6402;C;"M;C";Cajuste;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
5421;C;"C;T";Camara D.;Parma;13;6,04;5,92;0;0;0;0;0;0;0;3;0;0
6299;C;"C;T";Le Fee;Roma;5;6;5,9;0;0;0;0;0;0;0;1;0;0
4890;C;"M;C";Tameze;Torino;15;5,9;5,83;0;0;0;0;0;0;0;3;0;0
6191;C;"M;C";Belahyane;Lazio;26;5,77;5,69;0;0;0;0;0;0;2;4;2;0
6920;C;"E;W";Martins K.;Monza;6;5,92;6;0;0;0;0;0;0;1;1;0;0
6294;C;"M;C";Ndour;Fiorentina;7;5,71;5,64;0;0;0;0;0;0;0;1;0;0
7019;C;"M;C";Gourna-Douath;Roma;5;5,9;5,7;0;0;0;0;0;0;0;2;0;0
5784;C;"C;T";Aebischer;Bologna;13;5,77;5,69;0;0;0;0;0;0;0;2;0;0
6656;C;"M;C";Braunoder;Como;4;5,12;4,75;0;0;0;0;0;0;0;1;1;0
376;C;"W;T";Verdi;Como;4;5,75;5,62;0;0;0;0;0;0;0;1;0;0
2161;C;"M;C";Haas;Empoli;6;6,08;6;0;0;0;0;0;0;0;1;0;0
5798;C;"M;C";Bohinen;Genoa;2;5;5;0;0;0;0;0;0;0;0;0;0
6061;C;"W;T";Oudin;Lecce;6;5,58;5,5;0;0;0;0;0;0;0;1;0;0
801;C;"M;C";Gagliardini;Monza;6;5,67;5,58;0;0;0;0;0;0;0;1;0;0
2741;C;"M;C";Pessina;Monza;11;6,09;6;0;0;0;0;0;0;0;2;0;0
666;C;C;Machin;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
6592;C;"W;T";Forson O.;Monza;6;5,67;5,67;0;0;0;0;0;0;0;0;0;0
5290;C;"M;C";Estevez;Parma;12;5,79;5,71;0;0;0;0;0;0;0;2;0;0
526;C;C;Duncan;Venezia;14;5,86;5,79;0;0;0;0;0;0;0;2;0;0
5485;C;"C;W";Bjarkason;Venezia;4;5,88;5,75;0;0;0;0;0;0;0;2;0;0
6562;C;"M;C";Dani Silva;Verona;6;5,33;5,25;0;0;0;0;0;0;0;1;0;0
6579;C;W;Mitrovic S.;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
4376;C;"C;T";Zurkowski;Empoli;4;5,88;5,88;0;0;0;0;0;0;0;0;0;0
6532;C;"E;W";Buchanan T.;Inter;3;5,83;5,83;0;0;0;0;0;0;0;0;0;0
6922;C;"M;C";Kasa;Genoa;3;6;6;0;0;0;0;0;0;0;0;0;0
4886;C;"W;T";Pereiro;Genoa;1;6;6;0;0;0;0;0;0;0;0;0;0
6963;C;"M;C";Condè;Venezia;3;5,83;5,67;0;0;0;0;0;0;0;2;0;0
5540;C;"M;C";Niasse;Verona;11;5,5;5,32;0;0;0;0;0;0;0;4;0;0
5397;C;"C;T";Kovalenko;Empoli;3;6;6;0;0;0;0;0;0;0;0;0;0
7052;C;T;Perciun;Torino;2;6;6;0;0;0;0;0;0;0;0;0;0
7060;C;"W;A";Cacciamani;Torino;1;6;6;0;0;0;0;0;0;0;0;0;0
6225;C;"M;C";El Azzouzi;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
1987;C;"E;C";Jankto;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
6162;C;"M;C";Abildgaard;Como;0;0;0;0;0;0;0;0;0;0;0;0;0
556;C;"M;C";Baselli;Como;1;6;6;0;0;0;0;0;0;0;0;0;0
6655;C;"M;C";Bellemo;Como;0;0;0;0;0;0;0;0;0;0;0;0;0
5725;C;"M;C";Kone B.;Como;1;6;6;0;0;0;0;0;0;0;1;0;0
6203;C;"M;C";Belardinelli;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
6009;C;"M;C";Degli Innocenti;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
6222;C;"C;T";Rafia;Lecce;18;5,78;5,67;0;0;0;0;0;0;0;4;0;0
5873;C;W;Listkowski;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
6645;C;T;Marchwinski;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
2274;C;"C;T";Valoti;Monza;1;6;5,5;0;0;0;0;0;0;0;1;0;0
5879;C;"T;A";Vignato S.;Monza;12;5,67;5,67;0;0;0;0;0;0;0;0;0;0
2357;C;"M;C";Cyprien;Parma;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
434;C;"M;C";Jajalo;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5486;C;C;Crnigoj;Venezia;5;5,9;5,9;0;0;0;0;0;0;0;0;0;0
6233;C;C;Lella;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
6677;C;T;Adzic;Juventus;1;6;6;0;0;0;0;0;0;0;0;0;0
6678;C;"W;T";Liberali;Milan;1;6;6;0;0;0;0;0;0;0;0;0;0
6819;C;T;El Haddad;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
6834;C;C;Cassa;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
6839;C;"C;T";Byar;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
6618;C;"W;T";Cisse' A.;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
6048;C;W;Alidou;Verona;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6872;C;"C;T";Manzoni;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
6897;C;"C;T";Kouda;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0
6891;C;"M;C";Vos;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
6903;C;"C;T";Hasa;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
4285;C;"M;C";Arthur Melo;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
5674;C;C;Basic;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
2121;C;"C;T";Melegoni;Genoa;3;6;6;0;0;0;0;0;0;0;0;0;0
5824;C;"T;A";Pafundi;Udinese;3;5,67;5,67;0;0;0;0;0;0;0;0;0;0
6492;C;"W;T";Ibrahimovic A.;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
2553;C;T;Alli;Como;1;4,5;3,5;0;0;0;0;0;0;0;0;1;0
7025;C;"W;T";Cuenca H.;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
6228;A;Pc;Retegui;Atalanta;36;6,5;8,67;25;0;0;5;4;1;7;2;0;0
2097;A;Pc;Kean;Fiorentina;32;6,42;8,08;19;0;0;2;1;1;2;6;0;0
4730;A;A;Lookman;Atalanta;31;6,42;7,94;15;0;0;1;1;0;4;4;0;0
4661;A;Pc;Osimhen;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
4871;A;Pc;Thuram;Inter;32;6,33;7,75;14;0;0;0;0;0;4;1;0;0
2531;A;Pc;Lukaku;Napoli;36;6,29;7,57;14;0;0;4;3;1;9;4;0;0
2764;A;Pc;Martinez L.;Inter;31;6,19;7,44;12;0;0;0;0;0;3;1;0;0
5839;A;A;Kvaratskhelia;Napoli;17;6,21;7,24;5;0;0;1;1;0;3;1;0;0
2489;A;A;Pedro;Lazio;28;6,21;7,27;10;0;0;2;2;0;1;3;0;0
7008;A;Pc;Gimenez;Milan;12;5,88;6,75;5;0;0;1;0;1;1;3;1;0
